title,metacritic_score,user_score
Play the Game,35,6.4
Hitman,35,6.4
Lullaby,35,7.0
Family Weekend,35,3.8
Primeval,35,4.8
Happy Tears,35,5.9
Proud Mary,35,4.3
Returning Mickey Stern,35,5.7
Friday After Next,35,5.7
Loser,35,8.7
Ghost Rider,35,3.6
Paradise,35,4.9
Kingsglaive: Final Fantasy XV,35,7.4
Who Killed Nancy?,35,4.5
Java Heat,35,4.5
Beyond a Reasonable Doubt,35,5.9
Yogi Bear,35,4.5
The Three Musketeers,35,5.1
I Spy,35,2.8
Pokémon: The First Movie - Mewtwo Strikes Back!,35,7.5
Masters of the Universe,35,3.0
Diablo,35,3.0
The Wedding Ringer,35,3.1
Escape from Planet Earth,35,5.3
Don't Tell Mom the Babysitter's Dead,35,3.7
Diana,35,3.7
Hannibal Rising,35,4.8
Self/less,34,8.7
The Other Man,34,4.7
Wake,34,1.5
The Glass House,34,1.5
Red Planet,34,8.4
Mission to Mars,34,6.1
Bewitched,34,5.5
The Back-up Plan,34,5.6
The Assignment,34,5.6
Keeping Up with the Joneses,34,6.1
A Long Way Down,34,6.2
Slow Burn,34,5.3
The Messengers,34,4.9
Twice Born,34,7.4
The Forest,34,6.8
Bitter Harvest,34,6.6
Ghosts of Girlfriends Past,34,7.9
Copperhead,34,4.7
Miss Congeniality 2: Armed & Fabulous,34,4.7
Tamara,34,5.5
On the Line,34,6.4
Grizzly Falls,34,7.1
My Life in Ruins,34,7.1
The Happening,34,5.7
Aloft,34,4.5
The Dark Tower,34,4.3
The Last Witch Hunter,34,6.5
The Color of Time,34,4.2
Sleepless,34,4.2
The Haunted Mansion,34,5.7
Dead or Alive: Final,34,5.4
15 Minutes,34,5.9
$pent,34,4.2
Festival of Lights,34,4.2
Get Hard,34,4.2
Take Care,34,6.9
Law Abiding Citizen,34,6.9
Russian Doll,34,8.9
Demolition Man,34,8.9
Friday the 13th,34,6.3
The Late Bloomer,34,4.3
Beyond the Reach,34,4.3
Hide Away,34,4.2
Ghost Rider: Spirit of Vengeance,34,4.2
Looking for Palladin,34,4.8
Year One,34,4.8
The Longest Week,34,5.4
Fireflies in the Garden,34,7.8
Motherhood,34,1.8
The Ledge,34,5.8
Scooby Doo 2: Monsters Unleashed,34,5.4
J'aimerais pas crever un dimanche,34,5.8
Doom,34,5.8
The Smurfs 2,34,3.8
Alice Through the Looking Glass,34,5.9
Premature,34,7.0
Thr3e,34,6.9
The Fourth Kind,34,5.6
Mother's Day,34,6.5
Stolen,34,6.7
Baggage Claim,34,4.2
The Wait,34,0
Collateral Beauty,23,6.3
The Snowman,23,3.8
Walking on the Sky,23,2.1
Jack and Jill,23,2.1
Couples Retreat,23,3.2
Bats,23,8.5
Staying Alive,23,7.4
My Baby's Daddy,23,4.6
Ready to Rumble,23,8.7
The Outsider,23,6.2
The Sea of Trees,23,4.7
An Invisible Sign,23,4.0
Formula 51,23,2.5
The Condemned,23,5.0
Underworld: Blood Wars,23,5.3
The Celestine Prophecy,23,4.4
The Roommate,23,4.1
Darkness Falls,23,2.6
Beautiful,23,4.9
All Relative,23,2.2
Speed 2: Cruise Control,23,2.2
I'm in Love with a Church Girl,23,3.1
Eight Crazy Nights,23,4.6
Half Past Dead,23,8.4
Pay the Ghost,23,3.8
The Cobbler,23,5.2
Yoga Hosers,23,4.7
Love Stinks,23,7.3
Hansel and Gretel: Witch Hunters,23,5.7
The Moment,22,4.5
Beneath the Darkness,22,4.5
Brother's Justice,22,4.1
The Bounty Hunter,22,4.1
The Do-Over,22,4.6
That's What She Said,22,3.7
Father Figures,22,3.7
Dark House,22,6.7
"Big Mommas: Like Father, Like Son",22,5.5
Saving Silverman,22,6.7
The Ladies Man,22,5.2
Running Free,22,6.3
Supercapitalist,22,4.1
Search Party,22,4.1
Spies Like Us,22,2.6
Max Steel,22,2.6
Superman IV: The Quest for Peace,22,2.5
Congo,22,5.9
Pokémon 3: The Movie,22,6.6
Jawbreaker,22,8.9
Enter the Dangerous Mind,22,6.0
Twelve,22,6.0
Black Christmas,22,4.7
New Year's Eve,22,4.7
Home Sweet Hell,22,2.0
Postal,22,6.3
What Goes Up,22,7.6
Merci Docteur Rey,22,3.7
Martyrs,22,3.7
Passion Play,22,4.8
The Legend of Hercules,22,2.0
Getaway,22,3.5
Shark Night 3D,22,4.2
Out Cold,22,7.4
The Tiger and the Snow,22,7.6
God's Not Dead 2,22,2.0
Blame It on Rio,22,5.5
Barefoot,22,5.5
Christmas with the Kranks,22,7.2
The Watcher,22,1.3
A Love Affair of Sorts,22,4.0
The Cold Light of Day,22,4.0
Take,22,6.6
Exists,22,5.3
One for the Money,22,4.8
Left Behind,22,4.5
Reach Me,21,5.2
Say It Isn't So,21,1.7
Molly,21,8.0
Cabin Boy,21,4.4
Alien Girl,21,5.8
Saving Lincoln,21,5.8
The Angriest Man in Brooklyn,21,4.9
Larry the Cable Guy: Health Inspector,21,2.9
Emerald Cowboy,21,6.9
The Body,21,6.9
Mannequin,21,1.1
Norm of the North,21,1.1
9 Dead Gay Guys,21,7.7
House of the Sleeping Beauties,21,4.9
I Still Know What You Did Last Summer,21,4.9
Van Wilder 2: The Rise of Taj,21,4.0
Grace of Monaco,21,4.5
Held Up,21,4.5
A Family Man,21,5.5
Geostorm,21,4.0
Dirty Grandpa,21,4.0
Killers,21,3.7
The Order,21,0.5
Better Living,21,0
The Clapper,21,0
