title,metacritic_score,user_score
Hannah,60,4.6
Kevin Hart: What Now?,60,4.6
This Boy's Life,60,3.5
Nymphomaniac: Volume II,60,6.6
Funny People,60,6.5
Glastonbury,60,8.4
The Light Between Oceans,60,7.1
"The Good Son: The Life of Ray ""Boom Boom"" Mancini",60,6.7
Videocracy,60,6.7
The Man Who Invented Christmas,60,6.7
Like Me,60,5.4
Good Neighbors,60,5.4
Lizzie,60,5.7
Katakuri-ke no kôfuku,60,5.7
The Emperor's New Clothes,60,7.3
Ultimate X: The Movie,60,5.1
Pandaemonium,60,5.3
Jeannette: The Childhood of Joan of Arc,60,8.2
Wish You Were Here,60,8.2
The Girl Who Kicked the Hornet's Nest,60,7.0
What We Become,60,5.3
Ransom,60,2.1
Following,60,8.6
Resurrect Dead: The Mystery of the Toynbee Tiles,60,3.9
The Commune,60,3.9
Yang Ban Xi: The 8 Modelworks,60,3.9
Cleopatra,60,5.9
I Want Someone to Eat Cheese With,60,5.9
SPECTRE,60,6.8
Alice Neel,60,7.8
Quality of Life,60,7.8
Lustre,60,7.8
WMD: Weapons of Mass Deception,60,7.8
Uncovered: The Whole Truth About the Iraq War,60,7.3
Asphalt Zahov,60,8.7
Luminous Motion,60,8.7
The Devil's Advocate,60,8.7
The Goonies,60,7.6
The Pink Panther Strikes Again,60,5.6
Magic Mike XXL,60,5.6
Ghostbusters,60,2.9
Them,60,7.1
Sheriff,60,7.2
Quill: The Life of a Guide Dog,60,7.2
Eisenstein in Guanajuato,60,5.6
Our Idiot Brother,60,6.4
9,60,7.2
Where Do We Go Now?,60,8.0
Traitor,60,8.7
Overnight,60,7.0
Eat This New York,60,7.4
The Guys,60,7.4
The Crime of Father Amaro,60,7.4
The Cake Eaters,60,5.6
The Delta,60,7.1
Kill the Messenger,60,7.1
Good Ol' Freda,60,6.6
Jeff Who Lives at Home,60,6.6
Breathe In,60,6.7
Dave Made a Maze,60,7.6
Actor Martinez,60,5.9
Memoirs of My Nervous Illness,60,5.9
The Do-Deca-Pentathlon,60,5.9
The Living Daylights,60,6.6
Tin Cup,60,8.8
Daybreak,60,8.5
Meatballs,60,8.5
Tab Hunter Confidential,60,8.5
American Casino,60,7.7
Sweet Bean,60,7.7
Burn Country,60,5.5
Juice,60,7.5
Trumbo,60,7.5
Reconstruction,60,5.0
The Clearing,60,7.3
Together,60,7.9
"Massoud, the Afghan",60,7.3
The Importance of Being Earnest,60,7.3
Everybody's Famous!,60,6.3
Signs & Wonders,60,6.3
Oranges and Sunshine,60,7.2
The Last Five Years,60,7.2
The Exception,60,6.2
Any Day Now,60,8.1
Fightville,60,6.7
Allied,60,6.7
Dredd,60,8.8
Fugitive Pieces,60,8.5
The Ghosts in Our Machine,60,7.1
The Adjustment Bureau,60,7.1
A Sidewalk Astronomer,60,7.5
C.O.G.,60,7.5
The White Countess,60,7.5
American Teacher,60,7.5
Men on the Bridge,60,7.5
Judgment at Nuremberg,60,7.5
Blind Mountain,60,7.5
Notorious,60,5.6
Great Expectations,60,7.3
Warm Bodies,60,6.9
With All Deliberate Speed,60,8.6
Keeping the Faith,60,8.6
Get the Gringo,60,7.3
McFarland USA,60,7.3
The Neon Bible,60,7.4
Bride Flight,60,7.4
Gloomy Sunday,60,7.4
A Perfect Day,60,6.6
Cool Runnings,60,6.3
Mr. Nice,60,6.3
Guys and Balls,60,6.8
In Paris,60,6.8
Day of the Dead,60,6.6
The Concert,60,7.2
Body of War,60,8.5
The Heat,60,6.4
Red Doors,60,6.4
Machete,60,7.1
In Her Shoes,60,6.8
Lan yu,60,6.3
Under solen,60,6.3
The Visit,60,4.2
Illuminata,60,4.2
The Governess,60,7.9
The Godfather: Part III,60,7.9
Tomorrowland,60,6.5
What Would Jesus Buy?,60,6.5
Days of Thunder,60,5.3
Tumbledown,60,6.5
Love Is All You Need,60,7.2
L'iceberg,60,5.7
On My Way,60,5.7
Darling,60,5.7
Scanners,60,8.5
Dark Night,60,6.6
Protocols of Zion,60,6.6
At Middleton,60,6.1
The Last Sentence,60,5.7
White Wedding,60,5.7
Mandela: Long Walk to Freedom,60,5.7
Fred Won't Move Out,60,7.8
Brothers at War,60,7.8
Stealing Beauty,60,7.8
The Other Half,60,6.9
RED,60,6.9
Citadel,60,6.8
Goosebumps,60,6.7
Rules Don't Apply,60,5.6
The Other F Word,60,7.1
RA. One,60,5.5
"Happy, Happy",60,6.5
Max Manus,60,7.7
Behind the Burly Q,60,8.3
Cellular,60,8.3
Spartan,60,7.7
Interview with the Assassin,60,8.5
Gangster No. 1,60,8.5
Otomo,60,8.4
The Debut,60,8.4
Happy Accidents,60,6.6
Never Been Kissed,60,8.7
Brassed Off,60,8.8
The Blues Brothers,60,7.6
The Andromeda Strain,60,8.3
The X Files,60,8.3
Rolling Papers,60,7.3
Kumaré,60,7.3
Benny's Video (1992),60,6.2
They Came Together,60,6.2
The Music Never Stopped,60,7.5
Bill & Ted's Bogus Journey,60,8.6
Michael Collins,60,7.5
Red Dragon,60,8.7
The Beaver,60,6.5
Calendar Girls,60,7.3
Manic,60,8.7
Time and Tide,60,8.6
Gray's Anatomy,60,8.8
Mystic Pizza,60,8.8
Romeo + Juliet,60,6.4
Soul Boys of the Western World,60,8.6
Norman,60,8.6
The Iceman,60,8.6
Len and Company,60,7.3
Trust,60,7.3
The Experiment,60,7.4
Cliffhanger,60,8.8
The Fencer,60,3.8
Happy Here and Now,60,3.8
The Sisterhood of Night,60,7.5
What About Bob?,60,8.3
Madagascar 3: Europe's Most Wanted,60,6.7
Anything,60,6.8
Pilgrimage,60,6.8
My Blind Brother,60,5.3
Electrick Children,60,7.4
Dogville,60,8.1
Go for Zucker,60,6.5
A/k/a Tommy Chong,60,8.0
Gifted,60,7.5
Lone Survivor,60,7.5
Coma,60,8.2
Treasure Planet,60,8.2
Ice Age,60,8.0
Bandits,60,8.3
Rush Hour,60,8.7
Middle Men,60,8.7
Bad Moms,60,5.3
Life of Crime,60,6.6
Thin Ice,60,7.0
Lonely Hearts,60,8.0
Hateship Loveship,59,7.5
This Changes Everything,59,8.2
The Karate Kid,59,8.2
Celeste and Jesse Forever,59,7.1
Captive,59,7.0
Space Jam,59,6.5
Under the Same Moon (La misma luna),59,8.0
Midnight Express,59,8.6
Hippocrates: Diary of a French Doctor,59,4.5
Standing Tall,59,4.5
Killing Ground,59,4.5
Anthropoid,59,7.4
Heli,59,7.3
She's Lost Control,59,7.9
Gunnin' for That #1 Spot,59,7.9
Ping Pong,59,7.9
The Rundown,59,8.8
Only the Strong Survive,59,3.3
Big Eden,59,8.5
The Perfect Storm,59,5.8
Fantasia 2000,59,7.3
The Wedding Singer,59,8.8
Life,59,5.3
Private Benjamin,59,6.3
Beowulf,59,6.3
The Humbling,59,5.5
The Last Mimzy,59,5.5
Breakfast on Pluto,59,7.8
Yosemite,59,7.0
Spider-Man 3,59,6.7
Mission: Impossible II,59,8.1
Drew: The Man Behind the Poster,59,8.5
Disco and Atomic War,59,8.3
Road to Nowhere,59,8.3
Unconscious,59,8.3
Mojados: Through the Night,59,6.5
Unbroken,59,6.5
Into the Forest,59,5.8
Seducing Doctor Lewis,59,8.2
The Shallows,59,6.2
24 Days,59,5.0
Torn,59,5.0
Make Believe,59,5.0
A Home at the End of the World,59,7.7
Jin Roh: The Wolf Brigade,59,7.4
Boesman and Lena,59,7.5
Waking the Dead,59,7.5
L'ennui,59,5.3
The Best Man Holiday,59,6.0
Copying Beethoven,59,7.2
Restless City,59,3.0
Inside Hana's Suitcase,59,3.0
Shakespeare High,59,3.0
Outside the Law,59,7.8
Femme Fatale,59,5.7
Lemon,59,5.3
Advantageous,59,8.1
I Smile Back,59,6.7
Death Race 2000,59,6.8
Tower Heist,59,6.8
Sarah's Key,59,6.3
The Hobbit: The Battle of the Five Armies,59,6.9
Don't Move,59,6.6
The Boy Downstairs,59,6.6
Crooked House,59,6.6
Amnesia,59,8.9
Champs,59,8.9
Magic Magic,59,5.8
My Afternoons with Margueritte,59,4.6
Sleep Dealer,59,6.9
Winter Solstice,59,8.3
Happenstance,59,7.8
Anywhere But Here,59,7.0
Cloudy with a Chance of Meatballs 2,59,6.9
Mom and Dad,59,5.7
Rory O'Shea Was Here,59,8.1
Cry Freedom,59,6.7
Go for Sisters,59,6.7
The Ballad of Jack and Rose,59,6.7
Cape of Good Hope,59,7.7
Fade to Black,59,6.0
The Princess Blade,59,6.6
The Man Who Bought Mustique,59,6.9
The Day Silence Died,59,6.9
The Contender,59,6.9
The Lost World: Jurassic Park,59,7.1
Love! Valour! Compassion!,59,8.7
Mighty Aphrodite,59,8.7
The Bostonians,59,6.5
The Rachel Divide,59,6.5
J. Edgar,59,6.5
Streets of Fire,59,6.6
Mr. Peabody & Sherman,59,6.6
The Cartel,59,7.3
Seeking a Friend for the End of the World,59,7.3
Alien 3,59,6.1
The Railway Man,59,7.2
Extraordinary Tales,59,5.8
Henri Cartier-Bresson: The Impassioned Eye,59,6.2
Sing,59,6.2
Deja Vu,59,5.6
Change of Plans (Le code a changé),59,7.8
The Playroom,59,7.8
Cocaine Cowboys,59,7.8
Creepshow,59,7.0
Heartbreaker,59,6.5
Mr. Holland's Opus,59,8.7
Interview with the Vampire: The Vampire Chronicles,59,8.7
Milius,59,8.1
Run All Night,59,8.1
Matthew Barney: No Restraint,59,6.8
We Own the Night,59,6.1
I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,59,5.4
The Front Line,59,4.5
Intact,59,6.8
Signs,59,7.5
Langrishe Go Down,59,4.0
Lakeboat,59,7.0
Nico and Dani,59,5.8
Austin Powers: The Spy Who Shagged Me,59,8.7
Dead Snow 2: Red vs. Dead,59,7.5
Dangerous Liaisons (2012),59,6.7
Bridget Jones's Baby,59,6.7
Suntan,59,6.4
A Very British Gangster,59,6.4
Elvis & Nixon,59,6.4
Legally Blonde,59,6.9
The Final Girls,59,7.7
Cars 3,59,6.9
Moonlight Mile,59,7.2
Absolutely Fabulous: The Movie,59,4.4
The Dead Lands,59,6.0
Pearl Jam Twenty,59,7.9
Salvo,59,6.5
Savages,59,6.5
Roll Bounce,59,6.4
For a Woman,59,7.7
Abigail Harm,59,7.7
Shot Caller,59,7.7
The Lie,59,8.3
Molière,59,8.3
Mission: Impossible,59,8.2
Independence Day,59,7.0
Bonjour Monsieur Shlomi,59,7.0
Confidence,59,8.9
American Pimp,59,8.4
Life Is Beautiful,59,7.6
Sliding Doors,59,7.9
Romy and Michele's High School Reunion,59,8.5
The Nothing Factory,59,8.5
The Boys & Girl from County Clare,59,8.5
Dawn of the Dead,59,8.6
Surviving Progress,59,8.3
Ip Man,59,8.3
Two in the Wave,59,6.5
Youssou Ndour: I Bring What I Love,59,6.5
Noriko's Dinner Table,59,7.9
Hava Nagila: The Movie,59,7.3
Moonlight,59,7.3
Limitless,59,7.3
Running from Crazy,59,6.8
Jurassic World,59,6.8
Realive,59,6.3
Barney Thomson,59,6.3
On the Ice,59,5.0
Class Action,58,5.8
Footloose,58,5.8
Jason Bourne,58,6.4
Love Liza,58,6.7
Swimming Upstream,58,7.7
Year of the Horse,58,7.9
Disclosure,58,7.9
The 100-Year-Old Man Who Climbed Out the Window and Disappeared,58,6.5
Altered States,58,6.9
Tuvalu,58,6.9
No Stone Unturned,58,6.2
Wolf Totem,58,6.2
Pirate Radio,58,6.5
The Reader,58,7.2
Balls Out,58,7.3
Searching for the Wrong-Eyed Jesus,58,7.3
Defamation,58,8.8
Child's Play,58,8.8
The Firm,58,8.8
Stoker,58,8.5
The King,58,7.3
Love & Air Sex,58,5.8
Trouble with the Curve,58,6.8
Hard Candy,58,8.1
Go Further,58,5.8
The Object of Beauty,58,5.8
Defiance,58,5.8
Under Siege,58,6.6
Nerve,58,6.6
The Keeping Room,58,5.5
We Bought a Zoo,58,6.9
Neighbors 2: Sorority Rising,58,5.4
Duck Butter,58,5.5
Universal Soldier: Day of Reckoning,58,5.5
Orchestra of Exiles,58,5.2
Gayby,58,5.2
The Bridge,58,6.8
Ice Age: The Meltdown,58,7.5
Brown Sugar,58,5.9
Shrek Forever After,58,6.5
Turbo,58,6.2
TRON,58,7.5
Sisters,58,6.2
Biutiful,58,7.2
Unleashed,58,8.7
The Dictator,58,6.4
Quantum of Solace,58,6.3
"Roman J. Israel, Esq.",58,6.3
Blossoms of Fire,58,7.3
I Declare War,58,7.3
Gainsbourg: A Heroic Life,58,6.4
...And They Lived Happily Ever After,58,6.6
Danny Collins,58,6.7
Tragedy Girls,58,7.1
Butch Cassidy and the Sundance Kid,58,8.7
Snakes on a Plane,58,7.3
L'Attesa (The Wait),58,4.0
Pioneer,58,5.8
When a Stranger Calls,58,6.8
Ferdinand,58,6.8
Easy Virtue,58,7.0
Outfoxed: Rupert Murdoch's War on Journalism,58,7.3
Small Voices,58,8.0
The Grey Zone,58,8.1
K-19: The Widowmaker,58,6.7
Virgil Bliss,58,8.5
Solomon & Gaenor,58,8.5
Stepmom,58,7.3
The Hunt for Red October,58,8.0
13 Minutes,58,5.2
Days of Grace,58,5.2
Pocahontas,58,7.4
Dean,58,7.0
Frontera,58,7.0
The Decline of Western Civilization Part II: The Metal Years,58,7.4
Fuck,58,7.4
Just a Sigh,58,7.3
The Prey,58,7.3
Creative Control,58,7.3
Mortal Kombat,58,8.4
The Express,58,8.2
The Twilight Saga: Eclipse,58,5.1
Die Hard: With a Vengeance,58,8.7
Lights Out,58,6.8
The Woman,58,6.1
Splinter,58,6.9
Sun Choke,58,6.6
(Untitled),58,6.5
Leaves of Grass,58,7.1
Gozu,58,7.8
The Safety of Objects,58,7.3
Shanghai Knights,58,8.9
Jonah: A VeggieTales Movie,58,7.5
Session 9,58,6.9
The Trench,58,5.0
Man on the Moon,58,7.1
Seems Like Old Times,58,7.6
Populaire,58,7.6
Men in Black III,58,6.9
Big Fish,58,8.7
Towelhead,57,6.5
Paul,57,7.0
Color Me Kubrick,57,7.1
The Ritual,57,7.1
My Father and The Man In Black,57,7.1
Bart Got a Room,57,7.1
The Sea Is Watching,57,8.3
The Ring,57,4.1
My Wife Is an Actress,57,6.1
Osmosis Jones,57,6.1
Holy Smoke,57,8.1
The Zookeeper's Wife,57,7.3
Ip Man 3,57,6.8
The Thing,57,8.8
Born in China,57,6.2
The Woman in the Fifth,57,6.5
The World Is Not Enough,57,6.5
The Disappearance of Eleanor Rigby: Them,57,6.2
Lace Crater,57,6.3
The Hole,57,6.3
"A Woman, a Gun and a Noodle Shop",57,5.7
Field of Dreams,57,8.7
Ragtime,57,5.9
Flicka,57,6.3
Vamps,57,5.9
Dracula,57,8.8
Spy Kids 3-D: Game Over,57,5.4
Lisa Picard Is Famous,57,3.6
Mifune's Last Song,57,8.9
True Romance,57,8.9
The Intouchables,57,8.2
Life Partners,57,5.8
Thor,57,7.1
Permanent Midnight,57,7.1
Me and You,57,7.1
Body of Lies,57,7.1
The Notebook,57,5.7
Teeth,57,5.7
The Grand Seduction,57,7.2
The Groomsmen,57,7.0
Adult Beginners,57,6.6
16 Years of Alcohol,57,6.1
Filly Brown,57,7.0
Happy Endings,57,7.0
Kansas City,57,7.6
Break Point,57,4.3
The Missing Person,57,7.7
Cowboy del Amor,57,7.7
Up in Smoke,57,8.0
Kodachrome,57,8.0
Heaven's Gate,57,7.9
Sgt. Stubby: An American Hero,57,7.9
Bright Days Ahead,57,5.9
Sacrifice,57,5.9
The Big Fix,57,5.9
The Boys Are Back,57,5.9
Mr 3000,57,8.7
13 Going on 30,57,8.1
Bossa Nova,57,8.0
The Red Violin,57,8.0
Total Recall,57,8.9
Pretty in Pink,57,8.6
Whiskey Tango Foxtrot,57,6.5
Fifty Dead Men Walking,57,7.3
How I Live Now,57,6.5
Kinky Boots,57,6.9
Sushi: The Global Catch,57,6.2
Our Kind of Traitor,57,6.2
How to Live Forever,57,7.5
Smart People,57,7.5
Candy,57,7.5
Bad Words,57,6.3
Natural Selection,57,6.3
Katy Perry: Part of Me,57,6.4
Victory,57,4.8
The Look of Love,57,4.8
The Grand,57,6.8
"I, Olga Hepnarová",57,7.3
The Forbidden Kingdom,57,7.3
Albert Nobbs,57,6.2
The Human Stain,57,8.8
What's Cooking?,57,7.5
The Newton Boys,57,5.6
Rocky III,57,6.4
All Together,57,5.3
Chimpanzee,57,6.5
The Amazing Truth About Queen Raquela,57,7.8
Lights in the Dusk,57,7.8
Southpaw,57,7.8
Rise of the Guardians,57,7.4
Money for Nothing: Inside the Federal Reserve,57,7.8
The Secret Life of Bees,57,7.8
Miss Peregrine's Home for Peculiar Children,57,6.7
Miss Potter,57,7.2
"Lovely, Still",57,6.6
Christine,57,8.4
Easy Money: Hard to Kill,57,3.8
Happy Death Day,57,6.6
Limelight,57,8.5
The Hammer,57,8.5
The First Monday in May,57,7.3
Evil Dead,57,7.3
In the Name of My Daughter,57,6.7
Madagascar,57,6.7
Strange Weather,57,5.0
Lowriders,57,5.0
Klown Forever,57,6.7
Band of Robbers,57,6.7
The Sleepwalker,57,6.7
The Maze Runner,57,6.7
The Flying Swords of Dragon Gate,57,7.7
Daydream Nation,57,6.8
Shake Hands with the Devil,57,6.3
Prince of Broadway,57,6.3
Here and There,57,7.5
The Sun Behind the Clouds: Tibet's Struggle for Freedom,57,7.5
Sixty Six,57,7.5
Harold & Kumar Escape from Guantanamo Bay,57,8.4
Laura Smiles,57,7.3
Mardi Gras: Made in China,57,7.3
Derailroaded,57,7.3
Yat luk che,57,4.7
"Peace, Propaganda & the Promised Land",57,8.0
Code 46,57,6.3
Saints and Sinners,57,6.0
Faster,57,6.0
My Life Without Me,57,8.8
Catching Out,57,6.9
City of Ghosts,57,6.9
Amen.,57,8.3
Hannibal,57,7.2
Chalk,57,6.3
Titus,57,6.3
The Grandfather,57,7.0
You've Got Mail,57,7.0
Iron Man 2,57,6.4
John Rabe,57,7.3
Cars 2,57,5.7
Journey to the Center of the Earth,57,5.2
The Revenant,57,7.2
Cirkus Columbia,57,5.4
Toast,57,5.4
Hatchet,57,7.9
Right at Your Door,57,6.5
Generation War,57,7.2
Strangers with Candy,57,6.7
Dog Pound,57,6.8
Shut Up Little Man! An Audio Misadventure,57,6.2
The Wall,57,6.2
The Addams Family,57,7.1
Saudate for the Future,57,6.1
Midnight in the Garden of Good and Evil,57,6.1
The Wildest Dream,57,6.8
The Santa Clause,57,7.9
Bubba Ho-tep,57,7.8
Snow White and the Huntsman,57,6.2
Greetings from Tim Buckley,57,7.7
Coach Carter,57,7.7
Assisted Living,57,7.2
"1,000 Times Good Night",57,6.8
Brighton Rock,57,6.4
High School Musical 3: Senior Year,57,4.8
The Great New Wonderful,57,7.0
The Dinner,57,4.4
Confetti,57,6.5
A Walk Among the Tombstones,57,6.5
Backstage,57,6.7
Morning Glory,57,6.7
Traveller,57,5.2
The Last Kiss,57,5.2
Alila,57,8.8
The Man from Elysian Fields,57,8.8
Sasayaki,57,5.9
The Tavern,57,6.4
Up at the Villa,57,6.4
Wind,57,4.9
Today's Special,57,4.9
Mascots,57,4.9
Last Chance Harvey,57,6.3
Horrible Bosses,57,7.6
The Company You Keep,57,5.9
Mama,57,6.5
First Love,57,7.0
Everything's Gone Green,57,7.0
Forks Over Knives,57,7.5
Cujo,57,7.3
Proxy,57,5.0
Antibodies,57,5.0
Disappearances,57,5.0
Two Men Went to War,57,8.7
Cet amour-là,57,8.7
Dark Blue,57,8.7
Bread and Roses,57,7.5
Michael Jordan to the Max,57,8.2
Hellraiser,57,8.1
Flash of Genius,57,7.6
Brother to Brother,57,8.0
You've Been Trumped,57,7.0
It's Complicated,57,5.5
Back to the Future Part II,57,8.6
The Strange Ones,57,5.8
little man,57,7.8
I Origins,57,7.8
Unfinished Song,57,6.6
Casanova,57,6.6
War Dogs,57,7.1
Rubberneck,57,6.8
American Gigolo,57,6.8
The Equalizer,57,6.8
Jack Ryan: Shadow Recruit,57,6.0
Sherlock Holmes,57,7.5
The Intervention,57,6.4
Skins,57,6.3
Brotherhood of the Wolf,57,7.3
Cecil B. DeMented,57,7.4
Beloved,57,6.3
Army of Darkness,57,8.3
The First Grader,56,7.4
The Mask,56,7.0
Sympathy for Mr. Vengeance,56,7.9
Best and Most Beautiful Things,56,7.3
Opal Dream,56,7.3
Date and Switch,56,6.3
Collaborator,56,6.2
Ezra,56,6.2
The Kingdom,56,6.2
May in the Summer,56,5.0
3 Hearts,56,5.0
Save Me,56,5.0
Ilya and Emilia Kabakov: Enter Here,56,8.3
A Very Brady Sequel,56,8.3
Buffalo Soldiers,56,8.3
Perfume: The Story of a Murderer,56,7.5
Rising Sun,56,6.3
The Commuter,56,6.3
I Am Michael,56,5.2
Pump,56,7.1
G.B.F.,56,7.1
Leaving,56,6.6
The Escapist,56,7.5
Hidden in Plain Sight,56,6.9
The Lizzie McGuire Movie,56,6.9
Non-Stop,56,2.5
The Corruptor,56,2.5
Die Another Day,56,8.2
Excalibur,56,7.5
7 Chinese Brothers,56,5.4
La Maison de la Radio,56,7.6
Diary of a Chambermaid,56,7.6
Dark Blue World,56,7.6
Breaking Upwards,56,5.4
Citizen Gangster,56,5.4
Take Me to the River,56,3.8
Twilight,56,4.9
An Everlasting Piece,56,8.7
Scream 3,56,8.7
The Muse,56,7.6
La Femme Nikita,56,7.5
Concussion,56,6.2
Escobar: Paradise Lost,56,6.8
Game 6,56,6.9
Fever Pitch,56,6.4
The Seasons in Quincy: Four Portraits of John Berger,56,3.3
In the Land of Blood and Honey,56,3.3
Winter Passing,56,7.5
Turtle: The Incredible Journey,56,7.3
Across the Universe,56,7.3
Harsh Times,56,7.7
Jupiter's Moon,56,7.3
Jackass 3-D,56,7.3
A Knight's Tale,56,6.9
A Dirty Shame,56,5.2
Human Nature,56,7.1
How Stella Got Her Groove Back,56,7.3
The Two Jakes,56,8.3
Falling Down,56,6.6
Guilty of Romance,56,5.4
The Dogs of War,56,5.4
Capital,56,5.4
Transporter 2,56,3.1
Million Dollar Arm,56,7.1
American Violet,56,8.3
Three Stars,56,7.3
God Bless America,56,7.3
What's the Matter with Kansas?,56,5.0
Tiger Eyes,56,5.0
Jumping the Broom,56,5.0
Religulous,56,7.6
The Family Stone,56,5.2
The Glass Castle,56,6.5
West of the Jordan River,56,6.6
Genius,56,6.6
A Nightmare on Elm Street 4: The Dream Master,56,9.0
Adam,56,8.1
The Unknown Woman,56,7.2
Battle in Heaven,56,6.3
The Cut,56,5.1
Greedy Lying Bastards,56,5.1
Eleven Minutes,56,5.1
I'll Sleep When I'm Dead,56,5.1
Cabin Fever,56,2.7
Claire Dolan,56,6.5
Race,56,6.5
The End of Love,56,5.6
Midnight's Children,56,5.0
The Human Surge,56,5.8
On the Road,56,5.8
You're Not You,56,6.8
The Details,56,8.8
Home for the Holidays,56,6.4
Watchmen,56,8.1
Boy Culture,56,6.9
Saints and Soldiers,56,7.7
The Chorus,56,7.9
Mermaids,56,6.3
Diary of a Wimpy Kid,56,6.3
Lords of Dogtown,56,7.8
Focus,56,6.2
Coco Chanel & Igor Stravinsky,56,5.0
Live Cargo,56,4.9
How to Eat Fried Worms,56,4.9
Nighthawks,56,7.3
Tom of Finland,56,7.3
Paper Towns,56,6.3
Leatherheads,56,5.6
Antibirth,56,8.9
Once Upon a Time in Mexico,56,8.9
The Cherry Orchard,56,6.3
The Five Senses,56,6.5
The Big Kahuna,56,7.3
Speaking in Strings,56,8.2
Cruel Intentions,56,8.2
Hyena,56,6.2
The Rachel Papers,56,6.9
The Fate of the Furious,56,6.9
It's All Gone Pete Tong,56,8.7
Quick Change,56,6.0
Non-Stop,56,7.0
Coastlines,56,5.3
Little Accidents,56,5.3
Decoding Annie Parker,56,7.8
Storks,56,6.3
Valkyrie,56,6.3
Douchebag,56,5.1
Don't Be Afraid of the Dark,56,5.1
Date Night,56,5.8
Driving Lessons,56,7.7
The DUFF,56,6.7
Michael Moore in TrumpLand,56,4.7
Wagner & Me,56,5.8
Stupid Boy,56,5.8
Perlasca: The Courage of a Just Man,56,6.7
Danny Deckchair,56,6.7
Sylvia,56,5.8
Where's the Party Yaar?,56,7.5
All Access: Front Row. Backstage. Live!,56,6.5
Anna and the King,56,6.5
The Arrival,56,3.4
Sabrina,56,3.4
Waterworld,56,3.4
The Man from U.N.C.L.E.,56,7.6
The Brave One,56,7.1
39 Pounds of Love,56,7.3
Miss Julie,56,7.1
Minions,56,5.6
Real Steel,56,7.0
Wall Street,56,8.7
War Machine,56,6.3
Spoken Word,56,8.0
For No Good Reason,56,8.0
Unknown,56,6.6
Virtual JFK: Vietnam If Kennedy Had Lived,56,6.3
The Rum Diary,56,6.3
"I Love You, Daddy",56,7.2
Ramona and Beezus,56,7.2
Frank & Lola,56,6.0
Filth,56,5.4
Breaking and Entering,56,6.9
Christmas in the Clouds,56,8.1
Tommy's Honour,56,6.1
Doc Hollywood,56,6.1
Hereafter,56,6.1
After Midnight,56,8.7
Troy,56,8.7
The Ladykillers,56,6.3
Once Upon a Time in the Midlands,56,7.0
Phone Booth,56,9.1
CQ,56,6.3
The Anniversary Party,56,6.5
Men of Honor,56,7.3
The Minus Man,56,1.2
The Hot Spot,56,7.6
Phoebe in Wonderland,56,8.3
Maleficent,56,6.8
Throw Momma from the Train,56,6.1
Claire in Motion,56,6.1
Bottle Shock,56,6.1
Shag,56,6.2
December Boys,56,6.2
Then She Found Me,56,4.8
Sangre de mi sangre,56,8.0
Manglehorn,56,5.3
The Man Who Knew Infinity,56,7.1
Ghostbusters II,56,7.2
Alex of Venice,56,7.7
Kundo: Age of the Rampant,56,7.7
My Girl,56,5.8
Dinner for Schmucks,56,5.8
Little Pink House,56,4.8
Death Becomes Her,56,4.8
Take Me,56,4.8
Ned Kelly,56,6.6
The Recruit,56,6.1
Dinosaur,56,7.5
The Cable Guy,56,5.8
Iceberg Slim: Portrait of a Pimp,56,5.8
The Fluffy Movie,56,6.8
The Monk,56,6.5
Joy,56,6.5
The Three Stooges,56,5.9
Trolls,56,6.9
Eraser,56,7.9
Lucha Mexico,56,7.1
Wassup Rockers,56,7.1
Steel Magnolias,56,5.3
The Extra Man,56,5.3
That Sugar Film,56,5.6
A Fragile Trust,56,6.9
Black Rain,56,6.9
Monsters vs Aliens,56,6.9
Mr. Bean's Vacation,56,6.7
W.,56,5.0
Going Shopping,56,7.9
Prefontaine,56,7.9
Zack and Miri Make a Porno,56,6.6
Kamikaze Girls,56,6.8
The Secret Disco Revolution,56,4.9
Bokeh,56,4.9
The Manson Family,56,4.4
Tamala 2010: A Punk Cat in Space,56,7.9
Max,56,7.9
Soft Fruit,56,6.6
Concussion,55,6.2
Live and Let Die,55,6.6
Edge of Darkness,55,6.6
The Merry Gentleman,55,7.3
Finding Eleazar,55,6.5
Dom Hemingway,55,6.5
Touchy Feely,55,4.9
Mommie Dearest,55,5.3
A Jihad for Love,55,5.3
The Foreigner,55,6.9
Tie Me Up! Tie Me Down!,55,7.9
I'm So Excited,55,5.5
Desperado,55,8.8
A Tale of Love and Darkness,55,5.7
Walt & El Grupo,55,8.4
Back to the Future Part III,55,8.4
"Juliet, Naked",55,6.3
Spark: A Burning Man Story,55,6.3
America's Heart and Soul,55,6.3
The Terminal,55,8.5
Mad Love,55,5.5
Punks,55,6.0
He liu,55,6.0
Series 7: The Contenders,55,8.2
Friends with Kids,55,5.9
Odessa... Odessa!,55,7.1
Detour,55,7.1
Extraterrestrial,55,7.1
Man of Steel,55,7.5
Quid Pro Quo,55,6.5
A Bag of Marbles,55,6.3
Drunktown's Finest,55,6.3
Payback,55,6.3
American Fable,55,6.3
"For a Good Time, Call...",55,7.0
A Christmas Carol,55,7.1
Exporting Raymond,55,5.3
En soap,55,5.3
Yes,55,7.6
The Woman in Red,55,5.2
Almost Christmas,55,5.2
Becoming Jane,55,7.2
Taking Woodstock,55,6.6
Green Street Hooligans,55,8.6
A Real Young Girl,55,6.4
